Customer_ID,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue
25757-JHA,Month-to-Month,No,Credit Card,20.0,414.0,0.0,0.0,89.0,504.0
25763-JHA,Month-to-Month,No,Bank Withdrawal,44.0,44.0,0.0,0.0,9.0,53.0
25767-TAM,One Year,No,Bank Withdrawal,101.0,1667.0,0.0,120.0,31.0,1819.0
25784-PUN,Month-to-Month,Yes,Credit Card,20.0,330.0,0.0,0.0,535.0,865.0
25799-TEL,Two Year,No,Credit Card,19.0,1433.0,45.0,0.0,245.0,1634.0
25817-UTT,One Year,No,Credit Card,80.0,3375.0,0.0,0.0,727.0,4102.0
25826-MAH,Two Year,No,Mailed Check,49.0,447.0,0.0,0.0,63.0,511.0
25828-CHH,Month-to-Month,Yes,Bank Withdrawal,101.0,1504.0,0.0,0.0,610.0,2114.0
25837-JAM,One Year,Yes,Bank Withdrawal,54.0,889.0,0.0,0.0,155.0,1044.0
25840-KAR,Month-to-Month,Yes,Bank Withdrawal,97.0,384.0,0.0,0.0,39.0,424.0
25869-BIH,Month-to-Month,Yes,Bank Withdrawal,95.0,2595.0,0.0,0.0,949.0,3544.0
25871-GUJ,One Year,Yes,Mailed Check,36.0,1151.0,0.0,0.0,0.0,1151.0
25897-JAM,Month-to-Month,Yes,Bank Withdrawal,45.0,45.0,0.0,0.0,11.0,57.0
25912-BIH,Month-to-Month,No,Bank Withdrawal,79.0,143.0,0.0,0.0,97.0,240.0
25957-RAJ,Month-to-Month,Yes,Bank Withdrawal,43.0,526.0,0.0,0.0,0.0,526.0
25962-TEL,One Year,Yes,Bank Withdrawal,100.0,6674.0,0.0,0.0,2085.0,8759.0
25964-HAR,One Year,No,Bank Withdrawal,84.0,4059.0,0.0,0.0,1937.0,5997.0
25996-UTT,Two Year,No,Bank Withdrawal,71.0,4386.0,0.0,0.0,83.0,4470.0
26030-BIH,Month-to-Month,Yes,Credit Card,79.0,2718.0,0.0,0.0,878.0,3596.0
26038-UTT,Month-to-Month,Yes,Bank Withdrawal,65.0,937.0,0.0,0.0,638.0,1576.0
26055-KAR,Two Year,No,Bank Withdrawal,37.0,2288.0,0.0,0.0,0.0,2288.0
26058-ASS,One Year,Yes,Credit Card,71.0,2080.0,0.0,0.0,1200.0,3280.0
26058-MAH,Month-to-Month,No,Bank Withdrawal,55.0,1319.0,0.0,0.0,656.0,1976.0
26069-AND,One Year,No,Credit Card,19.0,280.0,0.0,0.0,721.0,1001.0
26139-KAR,Two Year,No,Mailed Check,49.0,107.0,0.0,0.0,75.0,183.0
26168-BIH,One Year,Yes,Credit Card,19.0,257.0,0.0,0.0,212.0,469.0
26173-WES,One Year,No,Mailed Check,33.0,1445.0,0.0,50.0,0.0,1495.0
26176-UTT,One Year,No,Bank Withdrawal,59.0,1952.0,0.0,0.0,339.0,2292.0
26178-GUJ,Month-to-Month,No,Bank Withdrawal,80.0,384.0,0.0,0.0,244.0,628.0
26198-ASS,Month-to-Month,No,Credit Card,50.0,179.0,0.0,0.0,38.0,218.0
26221-TAM,One Year,No,Credit Card,20.0,419.0,0.0,0.0,1057.0,1477.0
26222-RAJ,Month-to-Month,No,Credit Card,45.0,45.0,0.0,0.0,15.0,60.0
26259-RAJ,One Year,Yes,Bank Withdrawal,20.0,682.0,0.0,0.0,1418.0,2100.0
26267-AND,Month-to-Month,Yes,Bank Withdrawal,69.0,515.0,0.0,0.0,192.0,707.0
26279-AND,One Year,No,Bank Withdrawal,85.0,2530.0,0.0,20.0,1290.0,3840.0
26294-TEL,Two Year,No,Bank Withdrawal,86.0,5883.0,0.0,0.0,214.0,6098.0
26308-MAH,One Year,No,Credit Card,19.0,228.0,0.0,0.0,640.0,869.0
26308-ODI,Two Year,No,Bank Withdrawal,19.0,1153.0,0.0,0.0,1358.0,2511.0
26330-KER,One Year,Yes,Credit Card,23.0,1446.0,0.0,0.0,2001.0,3448.0
26359-MAH,Month-to-Month,Yes,Credit Card,19.0,19.0,0.0,0.0,5.0,24.0
26363-KER,Month-to-Month,No,Bank Withdrawal,19.0,159.0,0.0,0.0,15.0,174.0
26376-KER,Two Year,Yes,Credit Card,25.0,1388.0,0.0,0.0,79.0,1467.0
26377-ODI,Two Year,No,Bank Withdrawal,54.0,2553.0,0.0,0.0,2034.0,4588.0
26383-TAM,Two Year,No,Credit Card,61.0,4059.0,0.0,0.0,2695.0,6755.0
26401-MAH,One Year,Yes,Credit Card,79.0,2427.0,0.0,0.0,202.0,2629.0
26412-ASS,Month-to-Month,Yes,Bank Withdrawal,20.0,39.0,0.0,0.0,27.0,67.0
26425-MAH,Two Year,No,Credit Card,24.0,1734.0,0.0,0.0,1414.0,3148.0
26433-GUJ,Month-to-Month,No,Credit Card,51.0,1815.0,0.0,0.0,710.0,2525.0
26445-JAM,Month-to-Month,Yes,Bank Withdrawal,90.0,521.0,0.0,0.0,6.0,528.0
26447-BIH,Two Year,No,Bank Withdrawal,20.0,777.0,0.0,0.0,120.0,897.0
26448-BIH,Month-to-Month,Yes,Bank Withdrawal,75.0,244.0,0.0,0.0,116.0,361.0
26453-TAM,Two Year,Yes,Bank Withdrawal,57.0,3265.0,0.0,150.0,0.0,3415.0
26458-TEL,Month-to-Month,Yes,Bank Withdrawal,93.0,2341.0,0.0,0.0,416.0,2758.0
26473-BIH,Two Year,Yes,Bank Withdrawal,105.0,2715.0,0.0,0.0,64.0,2779.0
26478-KAR,Two Year,No,Credit Card,65.0,4759.0,0.0,0.0,2986.0,7746.0
26490-RAJ,One Year,Yes,Bank Withdrawal,97.0,4692.0,0.0,0.0,2286.0,6979.0
26500-GUJ,Month-to-Month,Yes,Mailed Check,62.0,113.0,0.0,0.0,96.0,209.0
26506-UTT,One Year,No,Credit Card,19.0,433.0,0.0,0.0,822.0,1256.0
26506-WES,One Year,No,Bank Withdrawal,55.0,1941.0,0.0,70.0,1689.0,3700.0
26538-AND,Two Year,Yes,Bank Withdrawal,60.0,2893.0,0.0,0.0,0.0,2893.0
26540-TEL,One Year,No,Bank Withdrawal,64.0,3902.0,0.0,0.0,2088.0,5991.0
26567-UTT,Two Year,No,Credit Card,20.0,20.0,0.0,0.0,30.0,50.0
26576-MAD,Two Year,Yes,Bank Withdrawal,85.0,5688.0,38.0,0.0,629.0,6279.0
26601-UTT,Month-to-Month,Yes,Bank Withdrawal,82.0,1185.0,0.0,0.0,637.0,1822.0
26602-JAM,Month-to-Month,Yes,Bank Withdrawal,98.0,4533.0,0.0,0.0,134.0,4668.0
26661-TEL,One Year,No,Credit Card,24.0,615.0,0.0,0.0,1006.0,1622.0
26662-KAR,Two Year,No,Bank Withdrawal,19.0,772.0,0.0,0.0,872.0,1644.0
26707-HAR,Month-to-Month,Yes,Bank Withdrawal,85.0,338.0,0.0,0.0,27.0,366.0
26714-TAM,Month-to-Month,Yes,Bank Withdrawal,63.0,226.0,0.0,0.0,12.0,238.0
26724-PUN,One Year,Yes,Bank Withdrawal,92.0,5980.0,0.0,0.0,2398.0,8378.0
26736-TAM,Month-to-Month,Yes,Bank Withdrawal,68.0,1299.0,0.0,0.0,876.0,2176.0
26757-KAR,Month-to-Month,Yes,Bank Withdrawal,85.0,424.0,0.0,0.0,182.0,606.0
26761-GUJ,Month-to-Month,Yes,Bank Withdrawal,95.0,829.0,0.0,0.0,172.0,1002.0
26795-KAR,Two Year,No,Bank Withdrawal,102.0,6538.0,0.0,0.0,1292.0,7830.0
26817-MAD,One Year,No,Bank Withdrawal,99.0,6841.0,0.0,0.0,262.0,7104.0
26836-HAR,One Year,Yes,Credit Card,20.0,958.0,0.0,0.0,976.0,1934.0
26845-MAH,Two Year,Yes,Credit Card,80.0,5676.0,0.0,0.0,3123.0,8799.0
26858-GUJ,One Year,Yes,Bank Withdrawal,84.0,5329.0,0.0,0.0,2560.0,7890.0
26873-TAM,Month-to-Month,No,Bank Withdrawal,75.0,632.0,0.0,0.0,42.0,675.0
26882-KER,Month-to-Month,No,Mailed Check,19.0,126.0,0.0,0.0,158.0,284.0
26889-RAJ,Month-to-Month,No,Bank Withdrawal,72.0,1194.0,0.0,0.0,751.0,1946.0
26895-UTT,Two Year,Yes,Credit Card,19.0,847.0,0.0,0.0,83.0,930.0
26896-KAR,Two Year,Yes,Bank Withdrawal,116.0,8337.0,26.0,0.0,1532.0,9843.0
26899-MAH,Month-to-Month,Yes,Bank Withdrawal,-1.0,2391.0,0.0,0.0,830.0,3222.0
26902-TEL,Month-to-Month,Yes,Bank Withdrawal,95.0,95.0,0.0,0.0,2.0,98.0
26949-MAH,Month-to-Month,Yes,Bank Withdrawal,93.0,3756.0,4.0,0.0,113.0,3865.0
26974-WES,One Year,Yes,Bank Withdrawal,82.0,4904.0,0.0,0.0,1619.0,6524.0
26977-UTT,Month-to-Month,Yes,Bank Withdrawal,93.0,4539.0,0.0,0.0,1388.0,5928.0
26994-BIH,Month-to-Month,Yes,Bank Withdrawal,75.0,143.0,0.0,0.0,53.0,197.0
27001-KER,Month-to-Month,Yes,Bank Withdrawal,92.0,4779.0,0.0,0.0,1289.0,6068.0
27008-WES,Month-to-Month,No,Bank Withdrawal,94.0,94.0,0.0,0.0,18.0,112.0
27021-TEL,One Year,No,Credit Card,19.0,403.0,0.0,0.0,774.0,1177.0
27031-KAR,Month-to-Month,No,Bank Withdrawal,108.0,5431.0,0.0,0.0,459.0,5890.0
27046-JHA,Two Year,Yes,Mailed Check,74.0,4759.0,0.0,0.0,1153.0,5913.0
27059-KAR,Two Year,Yes,Credit Card,84.0,6130.0,0.0,0.0,3168.0,9298.0
27064-TAM,Month-to-Month,Yes,Bank Withdrawal,89.0,487.0,0.0,0.0,215.0,702.0
27065-TAM,One Year,Yes,Bank Withdrawal,83.0,5733.0,46.0,0.0,1083.0,6770.0
27083-MAD,One Year,Yes,Bank Withdrawal,84.0,3539.0,0.0,0.0,653.0,4192.0
27087-AND,One Year,Yes,Credit Card,98.0,6066.0,0.0,0.0,133.0,6200.0
27091-WES,One Year,Yes,Credit Card,69.0,3435.0,0.0,0.0,817.0,4253.0
27121-AND,One Year,Yes,Bank Withdrawal,101.0,5265.0,0.0,0.0,724.0,5990.0
27129-TAM,Two Year,No,Credit Card,20.0,1090.0,0.0,0.0,1063.0,2154.0
27131-TAM,One Year,Yes,Credit Card,60.0,3282.0,0.0,0.0,1728.0,5010.0
27132-KAR,Month-to-Month,Yes,Credit Card,59.0,1253.0,0.0,0.0,720.0,1974.0
27136-JAM,Month-to-Month,Yes,Bank Withdrawal,79.0,2015.0,0.0,0.0,670.0,2685.0
27138-BIH,Month-to-Month,Yes,Credit Card,74.0,639.0,0.0,0.0,124.0,764.0
27149-JHA,Month-to-Month,Yes,Bank Withdrawal,84.0,2467.0,0.0,0.0,822.0,3289.0
27151-HAR,Two Year,Yes,Bank Withdrawal,83.0,6042.0,0.0,80.0,1762.0,7885.0
27174-TEL,Two Year,No,Bank Withdrawal,42.0,2962.0,0.0,0.0,0.0,2962.0
27180-UTT,Two Year,No,Mailed Check,80.0,808.0,0.0,0.0,310.0,1119.0
27188-KAR,Month-to-Month,Yes,Bank Withdrawal,-8.0,546.0,0.0,0.0,489.0,1035.0
27195-PUN,One Year,Yes,Bank Withdrawal,100.0,5509.0,0.0,100.0,2055.0,7665.0
27244-JAM,One Year,No,Credit Card,94.0,1818.0,0.0,0.0,650.0,2469.0
27247-PUN,Two Year,Yes,Credit Card,19.0,515.0,0.0,0.0,1139.0,1655.0
27247-TAM,Month-to-Month,No,Bank Withdrawal,19.0,112.0,0.0,0.0,63.0,176.0
27287-UTT,Month-to-Month,Yes,Credit Card,20.0,237.0,0.0,0.0,489.0,727.0
27314-WES,One Year,Yes,Bank Withdrawal,64.0,3665.0,0.0,0.0,2705.0,6371.0
27332-KAR,Month-to-Month,No,Bank Withdrawal,54.0,308.0,0.0,0.0,18.0,326.0
27350-GUJ,Month-to-Month,Yes,Credit Card,95.0,1745.0,6.0,0.0,532.0,2271.0
27382-UTT,One Year,Yes,Bank Withdrawal,106.0,5347.0,0.0,0.0,530.0,5877.0
27402-AND,Month-to-Month,Yes,Mailed Check,70.0,70.0,0.0,0.0,30.0,101.0
27461-MAD,Month-to-Month,Yes,Credit Card,44.0,44.0,0.0,0.0,23.0,67.0
27465-JAM,Month-to-Month,No,Credit Card,19.0,19.0,0.0,0.0,16.0,36.0
27465-UTT,Two Year,Yes,Bank Withdrawal,94.0,6081.0,0.0,0.0,1493.0,7574.0
27501-TEL,Month-to-Month,No,Mailed Check,20.0,20.0,0.0,0.0,46.0,66.0
27514-AND,Month-to-Month,No,Bank Withdrawal,85.0,2289.0,0.0,0.0,89.0,2378.0
27523-UTT,Two Year,Yes,Credit Card,84.0,5714.0,0.0,0.0,410.0,6124.0
27535-BIH,Two Year,Yes,Credit Card,74.0,4166.0,0.0,0.0,367.0,4534.0
27553-UTT,Month-to-Month,No,Credit Card,20.0,20.0,0.0,0.0,4.0,24.0
27555-GUJ,Month-to-Month,Yes,Credit Card,109.0,669.0,0.0,0.0,122.0,791.0
27561-UTT,Month-to-Month,Yes,Credit Card,20.0,20.0,0.0,0.0,47.0,67.0
27563-RAJ,One Year,No,Bank Withdrawal,24.0,1174.0,0.0,0.0,848.0,2023.0
27607-KAR,Month-to-Month,No,Credit Card,66.0,1559.0,32.0,0.0,223.0,1750.0
27622-PUN,Two Year,Yes,Bank Withdrawal,25.0,1270.0,0.0,0.0,276.0,1546.0
27627-UTT,Month-to-Month,Yes,Bank Withdrawal,96.0,1901.0,0.0,0.0,571.0,2473.0
27634-JAM,Month-to-Month,Yes,Bank Withdrawal,79.0,79.0,0.0,0.0,22.0,102.0
27643-KAR,One Year,Yes,Bank Withdrawal,45.0,2540.0,4.0,0.0,0.0,2536.0
27654-TAM,Month-to-Month,Yes,Bank Withdrawal,97.0,3207.0,0.0,0.0,1473.0,4680.0
27663-HAR,Month-to-Month,Yes,Bank Withdrawal,70.0,151.0,0.0,0.0,18.0,169.0
27676-AND,One Year,No,Credit Card,19.0,350.0,0.0,0.0,378.0,728.0
27692-GUJ,Month-to-Month,No,Credit Card,74.0,147.0,0.0,0.0,76.0,223.0
27709-WES,Month-to-Month,No,Credit Card,94.0,5731.0,0.0,0.0,1081.0,6813.0
27711-MAH,Two Year,Yes,Bank Withdrawal,82.0,5832.0,0.0,0.0,2002.0,7835.0
27736-BIH,Two Year,Yes,Credit Card,39.0,2692.0,0.0,0.0,0.0,2692.0
27743-TAM,Month-to-Month,Yes,Credit Card,60.0,272.0,0.0,0.0,72.0,344.0
27750-HAR,Two Year,Yes,Bank Withdrawal,59.0,1884.0,0.0,0.0,0.0,1884.0
27757-HAR,One Year,Yes,Bank Withdrawal,70.0,3770.0,0.0,0.0,2616.0,6386.0
27760-GUJ,Two Year,No,Bank Withdrawal,19.0,1378.0,0.0,0.0,3390.0,4769.0
27775-GUJ,Month-to-Month,Yes,Credit Card,75.0,2263.0,0.0,0.0,97.0,2360.0
27791-BIH,Month-to-Month,Yes,Credit Card,55.0,274.0,0.0,0.0,206.0,480.0
27812-MAD,One Year,No,Mailed Check,20.0,439.0,0.0,0.0,979.0,1419.0
27812-TAM,Month-to-Month,Yes,Bank Withdrawal,49.0,216.0,0.0,0.0,36.0,253.0
27817-MAD,Two Year,Yes,Credit Card,26.0,1776.0,0.0,0.0,1942.0,3718.0
27828-JHA,Month-to-Month,Yes,Bank Withdrawal,100.0,2936.0,0.0,0.0,517.0,3454.0
27846-JHA,Month-to-Month,No,Bank Withdrawal,19.0,289.0,0.0,0.0,497.0,786.0
27856-UTT,Month-to-Month,Yes,Bank Withdrawal,19.0,19.0,0.0,0.0,9.0,28.0
27880-AND,Two Year,Yes,Credit Card,26.0,121.0,0.0,0.0,101.0,222.0
27880-UTT,Month-to-Month,Yes,Bank Withdrawal,105.0,334.0,0.0,0.0,123.0,458.0
27893-PUN,Month-to-Month,Yes,Mailed Check,81.0,1683.0,0.0,0.0,227.0,1911.0
27896-JHA,Month-to-Month,No,Bank Withdrawal,79.0,79.0,0.0,0.0,19.0,98.0
27906-UTT,Month-to-Month,Yes,Bank Withdrawal,79.0,4018.0,0.0,0.0,129.0,4147.0
27924-KAR,Month-to-Month,Yes,Credit Card,61.0,1093.0,0.0,0.0,883.0,1976.0
27929-BIH,Two Year,No,Credit Card,20.0,387.0,2.0,0.0,605.0,989.0
27944-PUN,One Year,Yes,Bank Withdrawal,56.0,3985.0,0.0,0.0,0.0,3985.0
27946-AND,Month-to-Month,No,Bank Withdrawal,91.0,3382.0,0.0,0.0,434.0,3816.0
27948-CHH,One Year,Yes,Bank Withdrawal,-2.0,5409.0,0.0,0.0,1628.0,7037.0
27963-MAH,Month-to-Month,Yes,Bank Withdrawal,80.0,80.0,0.0,0.0,32.0,113.0
27977-KER,Month-to-Month,Yes,Bank Withdrawal,44.0,174.0,0.0,10.0,0.0,184.0
28003-TAM,One Year,No,Credit Card,19.0,504.0,9.0,0.0,776.0,1271.0
28024-RAJ,Month-to-Month,Yes,Bank Withdrawal,89.0,5629.0,0.0,0.0,1704.0,7333.0
28028-MAH,Month-to-Month,No,Bank Withdrawal,75.0,338.0,0.0,0.0,116.0,454.0
28033-ASS,Month-to-Month,Yes,Bank Withdrawal,84.0,966.0,0.0,0.0,214.0,1180.0
28035-DEL,Month-to-Month,No,Credit Card,19.0,331.0,0.0,0.0,563.0,895.0
28094-UTT,Two Year,No,Bank Withdrawal,60.0,4055.0,0.0,120.0,0.0,4175.0
28113-HAR,Two Year,No,Credit Card,76.0,5264.0,0.0,110.0,2335.0,7710.0
28117-UTT,One Year,No,Bank Withdrawal,86.0,2538.0,0.0,0.0,1452.0,3990.0
28132-HAR,Two Year,No,Credit Card,19.0,1161.0,0.0,0.0,1318.0,2480.0
28145-TEL,Month-to-Month,Yes,Bank Withdrawal,85.0,2624.0,0.0,0.0,144.0,2768.0
28160-MAH,Two Year,Yes,Credit Card,111.0,7795.0,0.0,0.0,3119.0,10915.0
28167-UTT,Two Year,No,Credit Card,20.0,202.0,0.0,0.0,131.0,334.0
28188-MAD,Month-to-Month,Yes,Bank Withdrawal,55.0,2109.0,0.0,80.0,0.0,2189.0
28189-TEL,Month-to-Month,Yes,Credit Card,49.0,130.0,0.0,0.0,139.0,269.0
28195-UTT,Month-to-Month,Yes,Bank Withdrawal,75.0,75.0,0.0,0.0,5.0,81.0
28221-WES,Month-to-Month,Yes,Bank Withdrawal,80.0,80.0,0.0,0.0,17.0,97.0
28237-JHA,Month-to-Month,Yes,Bank Withdrawal,69.0,199.0,0.0,0.0,104.0,304.0
28239-UTT,Month-to-Month,No,Credit Card,19.0,19.0,0.0,0.0,38.0,58.0
28266-JAM,Month-to-Month,No,Credit Card,25.0,25.0,0.0,0.0,0.0,25.0
28281-KAR,Month-to-Month,Yes,Bank Withdrawal,80.0,253.0,0.0,0.0,148.0,402.0
28284-MAH,Month-to-Month,Yes,Credit Card,70.0,467.0,20.0,0.0,112.0,559.0
28291-KAR,Month-to-Month,Yes,Bank Withdrawal,49.0,962.0,0.0,0.0,140.0,1103.0
28293-JAM,Two Year,No,Bank Withdrawal,64.0,4504.0,46.0,0.0,0.0,4458.0
28317-MAD,Two Year,No,Mailed Check,19.0,52.0,0.0,0.0,135.0,187.0
28325-KER,Month-to-Month,Yes,Bank Withdrawal,99.0,4138.0,30.0,140.0,1455.0,5702.0
28330-GUJ,Two Year,Yes,Bank Withdrawal,105.0,6717.0,0.0,0.0,1191.0,7909.0
28333-CHH,Two Year,Yes,Bank Withdrawal,20.0,1198.0,0.0,0.0,1877.0,3076.0
28341-HAR,Two Year,Yes,Bank Withdrawal,109.0,7920.0,0.0,0.0,1275.0,9195.0
28354-WES,One Year,Yes,Bank Withdrawal,109.0,3608.0,0.0,0.0,147.0,3755.0
28367-TAM,Two Year,Yes,Bank Withdrawal,20.0,614.0,9.0,0.0,477.0,1081.0
28378-MAD,Month-to-Month,No,Bank Withdrawal,19.0,19.0,0.0,0.0,46.0,66.0
28397-UTT,One Year,No,Bank Withdrawal,24.0,1505.0,0.0,0.0,985.0,2491.0
28398-TEL,Month-to-Month,No,Credit Card,20.0,20.0,0.0,0.0,25.0,45.0
28434-WES,Two Year,Yes,Credit Card,19.0,146.0,0.0,0.0,136.0,283.0
28439-DEL,Month-to-Month,Yes,Bank Withdrawal,99.0,3777.0,0.0,0.0,1188.0,4965.0
28452-UTT,One Year,Yes,Bank Withdrawal,65.0,1231.0,0.0,60.0,794.0,2085.0
28453-JAM,Month-to-Month,Yes,Credit Card,48.0,48.0,0.0,0.0,6.0,55.0
28520-ODI,Month-to-Month,Yes,Bank Withdrawal,98.0,2537.0,0.0,0.0,962.0,3499.0
28525-GUJ,Month-to-Month,Yes,Credit Card,80.0,4348.0,39.0,90.0,2608.0,7006.0
28527-UTT,Month-to-Month,Yes,Mailed Check,66.0,1077.0,0.0,0.0,507.0,1584.0
28533-JHA,Two Year,No,Bank Withdrawal,90.0,3413.0,0.0,0.0,782.0,4195.0
28544-TAM,Month-to-Month,Yes,Credit Card,83.0,267.0,0.0,0.0,22.0,289.0
28551-UTT,Two Year,Yes,Bank Withdrawal,104.0,3121.0,0.0,0.0,1257.0,4379.0
28572-KAR,Two Year,Yes,Bank Withdrawal,86.0,5309.0,0.0,0.0,1863.0,7173.0
28574-UTT,Month-to-Month,Yes,Bank Withdrawal,80.0,356.0,0.0,0.0,239.0,595.0
28577-JHA,Two Year,Yes,Bank Withdrawal,99.0,6375.0,0.0,0.0,2298.0,8674.0
28581-JAM,Month-to-Month,Yes,Bank Withdrawal,80.0,415.0,36.0,40.0,28.0,448.0
28587-GUJ,Month-to-Month,Yes,Bank Withdrawal,-3.0,712.0,0.0,0.0,177.0,889.0
28594-TAM,One Year,Yes,Credit Card,59.0,3274.0,0.0,0.0,1074.0,4348.0
28602-UTT,Two Year,Yes,Bank Withdrawal,104.0,5566.0,0.0,0.0,1503.0,7069.0
28608-MAH,One Year,Yes,Credit Card,90.0,2312.0,47.0,0.0,666.0,2931.0
28616-WES,Two Year,No,Bank Withdrawal,105.0,5682.0,0.0,0.0,684.0,6367.0
28634-BIH,Two Year,Yes,Credit Card,108.0,5760.0,0.0,0.0,959.0,6719.0
28642-JHA,Two Year,No,Bank Withdrawal,47.0,3147.0,0.0,0.0,0.0,3147.0
28648-DEL,Month-to-Month,Yes,Bank Withdrawal,94.0,2607.0,0.0,20.0,59.0,2687.0
28656-KAR,Month-to-Month,No,Bank Withdrawal,25.0,77.0,0.0,0.0,0.0,77.0
28681-HAR,Month-to-Month,No,Bank Withdrawal,75.0,75.0,0.0,0.0,7.0,82.0
28707-RAJ,Month-to-Month,Yes,Mailed Check,25.0,25.0,0.0,0.0,0.0,25.0
28710-WES,Month-to-Month,Yes,Credit Card,50.0,610.0,0.0,0.0,441.0,1052.0
28713-MAD,Two Year,Yes,Credit Card,90.0,6239.0,0.0,0.0,2961.0,9200.0
28715-DEL,Month-to-Month,Yes,Mailed Check,56.0,1439.0,0.0,0.0,35.0,1474.0
28719-BIH,Month-to-Month,No,Bank Withdrawal,89.0,1047.0,0.0,0.0,43.0,1091.0
28720-MAD,Two Year,No,Credit Card,19.0,1372.0,0.0,0.0,2800.0,4172.0
28739-TAM,One Year,Yes,Bank Withdrawal,100.0,6413.0,0.0,0.0,2019.0,8433.0
28751-WES,Month-to-Month,No,Bank Withdrawal,19.0,601.0,0.0,0.0,496.0,1098.0
28765-UTT,One Year,Yes,Bank Withdrawal,59.0,2816.0,0.0,150.0,0.0,2966.0
28776-TEL,One Year,Yes,Bank Withdrawal,101.0,4674.0,0.0,0.0,1286.0,5961.0
28782-PUN,Month-to-Month,Yes,Mailed Check,44.0,44.0,0.0,0.0,13.0,58.0
28787-ASS,Month-to-Month,Yes,Mailed Check,74.0,306.0,0.0,20.0,42.0,369.0
28848-RAJ,Month-to-Month,Yes,Bank Withdrawal,89.0,6143.0,6.0,110.0,1127.0,7373.0
28861-ASS,Month-to-Month,Yes,Credit Card,105.0,7133.0,0.0,0.0,480.0,7613.0
28861-GUJ,Month-to-Month,No,Bank Withdrawal,82.0,1592.0,33.0,0.0,732.0,2290.0
28873-TAM,Month-to-Month,No,Bank Withdrawal,74.0,151.0,0.0,0.0,7.0,159.0
28881-DEL,One Year,Yes,Credit Card,69.0,4096.0,0.0,0.0,1209.0,5306.0
28896-KAR,Month-to-Month,Yes,Credit Card,83.0,477.0,0.0,0.0,161.0,639.0
28899-KAR,Month-to-Month,No,Bank Withdrawal,74.0,434.0,0.0,20.0,53.0,507.0
28901-TEL,Month-to-Month,Yes,Bank Withdrawal,96.0,1581.0,47.0,0.0,513.0,2047.0
28905-BIH,Month-to-Month,No,Credit Card,18.0,84.0,0.0,0.0,156.0,240.0
28953-KAR,Two Year,No,Credit Card,35.0,1316.0,0.0,100.0,0.0,1416.0
28973-KAR,Month-to-Month,Yes,Bank Withdrawal,81.0,3292.0,0.0,0.0,140.0,3433.0
28976-HAR,Two Year,Yes,Credit Card,90.0,6369.0,0.0,0.0,786.0,7155.0
28976-PUN,Month-to-Month,Yes,Bank Withdrawal,98.0,3089.0,0.0,0.0,769.0,3858.0
28977-KAR,Month-to-Month,No,Mailed Check,53.0,1315.0,0.0,120.0,24.0,1459.0
28981-TEL,One Year,Yes,Bank Withdrawal,86.0,6179.0,0.0,0.0,2141.0,8320.0
28998-GUJ,Month-to-Month,Yes,Bank Withdrawal,100.0,5688.0,0.0,130.0,1893.0,7711.0
28999-TAM,Month-to-Month,No,Bank Withdrawal,87.0,2766.0,47.0,150.0,198.0,3066.0
29016-PUN,One Year,Yes,Bank Withdrawal,107.0,6521.0,0.0,0.0,2586.0,9108.0
29045-JAM,Month-to-Month,Yes,Bank Withdrawal,101.0,2754.0,0.0,0.0,1237.0,3991.0
29065-UTT,Two Year,No,Bank Withdrawal,80.0,5708.0,0.0,0.0,871.0,6579.0
29079-ODI,Two Year,Yes,Bank Withdrawal,24.0,1664.0,0.0,0.0,184.0,1848.0
29090-UTT,Month-to-Month,Yes,Bank Withdrawal,79.0,246.0,0.0,0.0,97.0,343.0
29093-ASS,Month-to-Month,Yes,Mailed Check,20.0,20.0,0.0,0.0,11.0,32.0
29093-PUN,Month-to-Month,Yes,Mailed Check,96.0,1162.0,0.0,0.0,592.0,1755.0
29100-MAH,Month-to-Month,No,Credit Card,55.0,159.0,0.0,0.0,68.0,227.0
29105-TEL,Month-to-Month,Yes,Credit Card,95.0,2852.0,0.0,0.0,86.0,2938.0
29111-PUN,One Year,No,Credit Card,69.0,1927.0,0.0,0.0,982.0,2909.0
29121-KAR,One Year,No,Bank Withdrawal,19.0,666.0,0.0,0.0,848.0,1514.0
29127-ODI,One Year,No,Credit Card,100.0,5614.0,0.0,100.0,1464.0,7178.0
29149-ODI,Month-to-Month,No,Bank Withdrawal,39.0,971.0,0.0,0.0,0.0,971.0
29152-AND,One Year,Yes,Bank Withdrawal,19.0,360.0,0.0,0.0,704.0,1065.0
29158-ODI,Month-to-Month,No,Bank Withdrawal,79.0,2015.0,0.0,0.0,977.0,2993.0
29172-BIH,Month-to-Month,Yes,Bank Withdrawal,70.0,70.0,0.0,0.0,17.0,87.0
29172-TAM,Month-to-Month,Yes,Credit Card,57.0,2250.0,0.0,0.0,991.0,3242.0
29217-KAR,Month-to-Month,Yes,Bank Withdrawal,49.0,1049.0,0.0,0.0,693.0,1742.0
29218-WES,Month-to-Month,Yes,Bank Withdrawal,78.0,494.0,0.0,0.0,177.0,672.0
29224-TEL,Month-to-Month,Yes,Bank Withdrawal,69.0,3058.0,0.0,0.0,700.0,3758.0
29235-KAR,One Year,No,Mailed Check,20.0,150.0,0.0,0.0,147.0,297.0
