service_id,Value_Deal,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Internet_ID,Customer_ID
1038,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,47925-TEL
1039,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,3,21044-TAM
1040,None,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3,29412-ASS
1041,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,55492-UTT
1042,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,97081-PUN
1043,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,34493-PUD
1044,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,86974-PUN
1045,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,19806-WES
1046,Deal 4,No,No,No,No,No,No,No,No,No,Yes,9,78149-BIH
1047,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,85803-BIH
1048,None,Yes,No,No,No,No,No,No,No,No,Yes,21,34174-MAD
1049,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,9,26714-TAM
1050,None,Yes,Yes,No,No,No,No,No,Yes,No,Yes,3,38920-GUJ
1051,None,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,3,47967-TAM
1052,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,98709-UTT
1053,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,73629-DEL
1054,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,53349-TEL
1055,None,Yes,Yes,No,Yes,No,No,No,No,No,No,3,74049-KER
1056,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3,41727-AND
1057,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,21598-KAR
1058,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,21981-TAM
1059,Deal 5,Yes,No,Yes,Yes,No,No,No,No,No,Yes,1,63091-WES
1060,Deal 1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,34680-KAR
1061,None,Yes,No,No,No,No,No,No,No,No,Yes,21,43070-MAD
1062,Deal 5,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,39419-GUJ
1063,None,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,3,43303-DEL
1064,Deal 5,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,1,49241-KAR
1065,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,82847-TAM
1066,Deal 4,Yes,No,No,No,No,Yes,No,No,No,Yes,1,54688-JHA
1067,Deal 1,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,34812-BIH
1068,None,Yes,No,No,No,No,No,No,No,No,Yes,9,33169-JAM
1069,Deal 2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3,72125-TAM
1070,None,Yes,Yes,No,No,Yes,No,No,No,No,Yes,3,88827-ASS
1071,None,Yes,No,No,No,No,No,No,No,No,Yes,21,92279-GUJ
1072,Deal 3,Yes,Yes,No,No,No,No,No,No,No,Yes,3,17593-UTT
1073,None,Yes,No,No,Yes,No,No,No,No,No,Yes,9,84192-TEL
1074,Deal 5,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,9,49430-WES
1075,None,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,3,21223-UTT
1076,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,29428-MAD
1077,None,Yes,No,Yes,Yes,No,No,No,No,No,Yes,3,15082-GUJ
1078,None,Yes,No,No,No,No,No,No,No,No,Yes,9,17283-KAR
1079,Deal 5,Yes,Yes,No,No,No,No,No,No,No,Yes,3,28028-MAH
1080,Deal 2,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,3,81257-MAH
1081,Deal 5,Yes,No,No,No,No,No,No,No,Yes,Yes,9,73878-TEL
1082,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,13443-HAR
1083,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,26994-BIH
1084,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,61399-TAM
1085,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3,42422-KAR
1086,None,Yes,No,No,No,No,No,No,No,No,Yes,21,12257-ASS
1087,Deal 2,No,No,No,Yes,No,Yes,No,No,No,No,1,26173-WES
1088,None,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,3,96805-RAJ
1089,None,Yes,No,Yes,No,No,No,Yes,No,No,Yes,3,52944-KER
1090,None,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,84545-PUD
1091,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,74110-MAD
1092,None,Yes,No,No,No,No,No,No,No,No,Yes,21,91754-DEL
1093,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,3,78253-GUJ
1094,None,Yes,No,No,No,No,No,No,No,No,Yes,9,45174-DEL
1095,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,23237-UTT
1096,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,14237-BIH
1097,None,No,No,No,Yes,No,No,Yes,Yes,No,Yes,9,66013-TAM
1098,None,Yes,No,No,No,No,No,No,No,No,No,3,66868-HAR
1099,None,Yes,No,No,No,No,No,No,No,No,Yes,21,53717-MAH
1100,Deal 3,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,3,17050-MAH
1101,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,98260-BIH
1102,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,77147-BIH
1103,Deal 2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,46580-GUJ
1104,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,53939-DEL
1105,Deal 4,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,19481-HAR
1106,None,Yes,No,Yes,No,No,No,No,No,No,Yes,3,99849-AND
1107,None,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,3,73218-TAM
1108,None,Yes,No,No,No,Yes,No,No,No,No,No,9,96603-BIH
1109,Deal 2,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,9,69077-TAM
1110,None,Yes,No,No,No,No,No,No,No,No,Yes,21,33776-BIH
1111,Deal 3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,76587-WES
1112,None,Yes,Yes,No,No,No,No,No,No,No,Yes,1,78850-KAR
1113,Deal 4,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,3,34278-UTT
1114,Deal 1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,64028-RAJ
1115,Deal 5,Yes,No,No,No,No,No,Yes,No,No,Yes,3,92454-KAR
1116,Deal 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,51778-TAM
1117,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,12476-HAR
1118,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,19891-KAR
1119,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,1,44094-JAM
1120,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,26949-MAH
1121,Deal 4,Yes,No,No,No,No,No,No,No,No,No,9,46765-RAJ
1122,None,Yes,No,No,No,No,No,No,No,No,Yes,21,44055-WES
1123,None,Yes,No,No,No,No,No,Yes,No,No,Yes,3,68330-MAH
1124,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,3,88050-GUJ
1125,Deal 1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3,64664-TEL
1126,None,No,No,No,No,No,No,No,No,No,Yes,9,53598-HAR
1127,Deal 2,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,9,34389-RAJ
1128,None,Yes,No,No,No,No,No,No,No,No,Yes,21,57527-TAM
1129,None,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,9,37577-PUN
1130,Deal 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,29016-PUN
1131,Deal 4,Yes,No,No,No,No,Yes,Yes,No,No,Yes,1,67187-WES
1132,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,25446-HAR
1133,Deal 2,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,9,94058-TEL
1134,None,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,1,25621-HAR
1135,None,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,9,44423-BIH
1136,None,Yes,No,No,No,No,No,Yes,No,No,Yes,3,82290-GUJ
1137,Deal 2,Yes,Yes,No,No,No,No,No,No,No,Yes,21,61461-HAR
1138,Deal 2,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,3,55858-BIH
1139,None,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,9,67668-JHA
1140,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,69259-UTT
1141,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,3,91532-GUJ
1142,None,Yes,No,Yes,No,No,Yes,No,No,No,Yes,1,26377-ODI
1143,None,Yes,No,No,No,No,No,No,No,No,Yes,21,47754-TAM
1144,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3,57814-JAM
1145,None,Yes,No,No,No,No,No,Yes,Yes,No,Yes,3,17149-GUJ
1146,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,16931-BIH
1147,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,97384-KAR
1148,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,43865-ASS
1149,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,74518-ODI
1150,Deal 2,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,3,27465-UTT
1151,Deal 4,No,No,Yes,Yes,No,Yes,No,No,No,No,9,83932-BIH
1152,None,Yes,No,No,No,No,Yes,No,No,No,Yes,9,69846-MAH
1153,None,Yes,No,No,No,No,No,No,Yes,No,Yes,3,73151-JAM
1154,Deal 5,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,3,46986-DEL
1155,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,3,53028-RAJ
1156,None,Yes,No,No,No,No,No,No,No,No,Yes,3,29830-TAM
1157,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,14311-UTT
1158,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,37203-KAR
1159,None,No,No,No,No,No,No,No,Yes,Yes,Yes,9,91754-WES
1160,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,64001-KAR
1161,Deal 3,Yes,Yes,No,No,No,No,No,No,No,Yes,21,39862-TEL
1162,Deal 5,Yes,No,No,No,Yes,No,No,No,No,Yes,3,83486-MAH
1163,Deal 5,Yes,No,No,No,No,No,Yes,No,No,Yes,9,96516-HAR
1164,None,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,48545-AND
1165,Deal 2,Yes,No,Yes,No,No,No,Yes,No,No,Yes,9,93306-TEL
1166,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,51798-PUN
1167,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,39779-AND
1168,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,38663-UTT
1169,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,85886-RAJ
1170,None,Yes,No,No,No,No,No,No,No,No,Yes,21,94955-MAH
1171,None,Yes,No,No,No,No,No,Yes,No,No,Yes,3,37034-RAJ
1172,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,65797-JHA
1173,None,Yes,No,No,No,No,Yes,No,No,No,Yes,9,44655-TEL
1174,None,Yes,No,No,No,No,No,No,No,No,Yes,21,22836-AND
1175,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,3,64957-KAR
1176,Deal 1,Yes,Yes,No,No,No,No,No,No,No,Yes,21,32018-KER
1177,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,71598-TAM
1178,Deal 2,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1,22916-AND
1179,None,No,No,No,No,No,No,No,No,No,Yes,1,58840-ODI
1180,Deal 3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,3,76680-UTT
1181,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,43349-BIH
1182,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,26259-RAJ
1183,Deal 5,No,No,No,No,No,No,No,No,No,Yes,9,11751-TAM
1184,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,58665-PUN
1185,None,Yes,No,No,No,No,No,No,No,No,Yes,21,87521-WES
1186,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3,32445-ODI
1187,None,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,27514-AND
1188,None,Yes,No,No,No,No,No,No,No,No,Yes,21,44815-TEL
1189,Deal 5,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,1,45213-AND
1190,Deal 4,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,3,55800-PUN
1191,Deal 5,Yes,No,Yes,No,No,No,No,No,No,Yes,1,28453-JAM
1192,Deal 4,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,9,96240-UTT
1193,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,21165-DEL
1194,Deal 4,Yes,No,No,Yes,No,Yes,No,No,No,No,9,73236-AND
1195,None,Yes,No,No,No,No,No,No,No,No,Yes,9,41924-RAJ
1196,Deal 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3,32061-WES
1197,Deal 3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,1,61657-PUN
1198,None,Yes,No,No,No,No,No,No,No,No,Yes,21,91747-GUJ
1199,None,Yes,Yes,Yes,No,No,No,No,No,No,No,3,89487-TAM
1200,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,25310-DEL
1201,None,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,9,85404-KAR
1202,None,No,No,No,No,No,Yes,No,No,No,Yes,9,83113-GUJ
1203,Deal 3,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,3,78891-BIH
1204,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,95773-BIH
1205,Deal 5,Yes,No,No,No,No,No,No,No,Yes,Yes,3,87950-TAM
1206,Deal 3,Yes,No,Yes,No,Yes,No,No,No,No,Yes,1,73999-HAR
1207,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3,81278-MAD
1208,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,94569-UTT
1209,Deal 2,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,43546-KAR
1210,Deal 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,78979-KAR
1211,Deal 5,Yes,Yes,No,No,No,No,No,No,No,Yes,3,16243-DEL
1212,Deal 2,Yes,No,No,No,Yes,No,No,No,No,Yes,1,24324-MAH
1213,Deal 3,Yes,No,No,No,No,No,No,No,No,Yes,21,27812-MAD
1214,Deal 1,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9,74869-GUJ
1215,None,Yes,No,No,No,No,No,No,No,No,Yes,21,93062-HAR
1216,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,9,11616-TAM
1217,Deal 1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,97001-HAR
1218,Deal 2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,44934-TAM
1219,None,Yes,No,No,No,No,No,No,No,No,Yes,21,66335-UTT
1220,Deal 4,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,94910-WES
1221,Deal 5,Yes,No,No,Yes,No,No,No,No,No,Yes,9,34319-UTT
1222,None,Yes,No,No,No,No,No,No,No,No,Yes,3,53915-PUN
1223,None,Yes,No,Yes,No,No,No,No,No,No,Yes,9,56043-KAR
1224,None,Yes,No,Yes,No,No,No,Yes,No,No,Yes,9,77072-UTT
1225,None,Yes,No,No,No,No,No,No,No,No,Yes,21,56582-KAR
1226,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,65939-TAM
1227,Deal 4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,9,72125-AND
1228,None,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,9,71887-KAR
1229,None,Yes,No,No,No,No,No,No,No,No,Yes,3,93409-ODI
1230,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,91641-TEL
1231,None,Yes,No,No,No,No,No,No,No,No,Yes,21,13047-KER
1232,None,Yes,No,No,No,No,No,No,No,No,Yes,21,87313-GUJ
1233,None,No,No,No,Yes,No,No,Yes,No,No,Yes,1,92985-HAR
1234,None,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,72969-GUJ
1235,None,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,57055-AND
1236,None,Yes,No,No,Yes,No,No,No,No,No,Yes,3,73044-KAR
1237,Deal 2,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,51472-MAH
1238,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,31546-AND
1239,Deal 4,Yes,Yes,No,No,No,No,No,No,No,Yes,3,98159-HAR
1240,None,Yes,Yes,Yes,No,No,No,No,No,No,Yes,3,39649-KAR
1241,None,Yes,No,Yes,No,No,Yes,No,No,No,Yes,3,21945-KAR
1242,None,Yes,No,No,No,No,No,No,No,No,Yes,21,31566-UTT
1243,Deal 5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,55554-UTT
1244,Deal 4,Yes,No,Yes,No,No,Yes,No,No,No,Yes,9,94028-TEL
1245,None,Yes,Yes,No,Yes,No,No,Yes,No,No,No,3,28848-RAJ
1246,Deal 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3,67253-KAR
1247,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,3,24531-AND
1248,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,65424-WES
1249,None,Yes,No,No,No,No,No,No,No,No,Yes,9,71689-PUN
1250,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,62994-KER
1251,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,85111-JHA
1252,Deal 3,Yes,No,No,Yes,No,No,Yes,No,No,Yes,9,18756-MAD
1253,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,41777-JAM
1254,Deal 4,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,3,63441-RAJ
1255,Deal 3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,9,69527-UTT
1256,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,78885-TAM
1257,None,Yes,No,No,Yes,No,No,No,No,No,No,3,72349-UTT
1258,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,9,56123-AND
1259,None,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,58749-MAD
1260,None,Yes,No,No,No,No,No,No,No,No,Yes,3,98901-KAR
1261,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,29152-AND
1262,None,Yes,No,No,Yes,Yes,No,No,No,No,Yes,3,14941-MAH
1263,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,52196-RAJ
1264,None,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,9,73548-JHA
1265,None,Yes,No,No,No,No,No,No,No,No,Yes,21,74864-JHA
1266,None,No,No,No,No,Yes,No,Yes,Yes,No,Yes,9,71215-UTT
1267,None,Yes,Yes,No,No,No,No,Yes,No,No,No,3,17866-HAR
1268,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,25145-KAR
1269,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,47239-MAH
1270,Deal 5,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,9,65987-TAM
1271,Deal 2,No,No,Yes,No,Yes,Yes,No,No,No,Yes,9,14942-HAR
1272,None,Yes,No,No,No,No,No,No,No,No,Yes,21,12305-AND
1273,Deal 1,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3,11098-MAD
1274,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,3,65623-AND
1275,None,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,3,49504-UTT
1276,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,88152-TEL
1277,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,16702-JAM
1278,None,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,1,56990-WES
1279,None,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3,68710-UTT
1280,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,3,55208-WES
1281,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,94070-JAM
1282,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,9,85031-RAJ
1283,None,Yes,No,No,No,No,No,No,No,No,Yes,21,22543-UTT
1284,Deal 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,79499-UTT
1285,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,54433-GUJ
1286,None,Yes,No,No,No,No,No,No,No,No,Yes,21,39581-TAM
1287,None,Yes,No,No,No,No,No,No,No,No,Yes,21,71900-RAJ
1288,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,88789-TAM
1289,None,Yes,Yes,No,No,No,No,No,No,No,No,9,17956-WES
1290,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,9,33968-MAD
1291,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,3,79898-PUN
1292,None,Yes,No,No,No,No,No,No,No,No,No,9,93798-TAM
1293,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,76580-TAM
1294,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,79098-TAM
1295,Deal 4,Yes,Yes,No,Yes,No,No,No,No,No,Yes,3,78104-JHA
1296,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,3,58802-TAM
1297,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,88980-HAR
1298,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,74134-GUJ
1299,None,Yes,No,No,No,No,Yes,Yes,No,No,Yes,1,14424-JHA
1300,Deal 5,No,No,Yes,Yes,No,No,No,No,No,Yes,9,62603-TEL
1301,None,Yes,No,No,No,No,No,No,No,No,Yes,9,93193-TAM
1302,None,Yes,No,No,Yes,No,No,No,No,No,Yes,3,47045-TAM
1303,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,52976-PUN
1304,None,Yes,No,No,No,No,No,Yes,No,No,Yes,3,43116-JAM
1305,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,45349-RAJ
1306,Deal 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,33573-DEL
1307,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,22108-BIH
1308,Deal 2,Yes,No,No,No,No,No,No,No,No,Yes,21,91259-TEL
1309,Deal 4,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,9,32663-BIH
1310,None,Yes,Yes,No,No,No,No,No,No,No,Yes,21,88485-HAR
1311,None,Yes,Yes,No,No,No,No,No,No,No,Yes,3,37708-BIH
1312,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,21268-GUJ
1313,None,Yes,No,No,No,No,No,No,No,No,Yes,3,89370-TAM
1314,None,Yes,No,No,No,No,No,No,No,No,Yes,21,12695-BIH
1315,Deal 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,65974-TAM
1316,Deal 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,37703-MAH
1317,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3,12513-MAH
1318,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,17838-WES
1319,Deal 5,Yes,No,No,No,No,No,No,No,No,Yes,21,97997-HAR
1320,Deal 1,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,74446-MAD
1321,Deal 5,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,33761-HAR
1322,None,Yes,No,No,No,No,No,No,No,No,Yes,21,62110-WES
1323,Deal 1,Yes,No,No,No,No,No,No,No,No,Yes,21,17707-PUD
1324,Deal 4,No,No,No,Yes,Yes,No,No,No,No,Yes,9,48857-UTT
1325,Deal 4,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,23770-TAM
1326,None,Yes,No,No,Yes,No,No,Yes,No,No,No,3,94413-AND
1327,Deal 2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,28776-TEL
1328,None,Yes,No,No,No,No,No,No,No,No,Yes,21,64930-RAJ
1329,Deal 5,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,18152-ODI
1330,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,83787-UTT
1331,Deal 4,Yes,No,No,No,No,No,No,No,No,Yes,21,83939-TEL
1332,Deal 5,Yes,No,No,No,Yes,No,No,No,No,No,3,11713-MAD
1333,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3,13654-BIH
1334,None,Yes,No,No,No,No,No,No,Yes,Yes,No,3,11906-MAD
1335,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,3,17609-MAD
1336,None,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,9,69893-UTT
1337,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,22996-RAJ
1338,Deal 2,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,9,61446-TAM
1339,Deal 2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,47130-TEL
1340,None,Yes,No,No,No,No,No,No,No,No,Yes,21,97501-MAH
1341,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,3,76221-UTT
1342,Deal 5,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,3,33463-JAM
1343,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,25525-TAM
1344,Deal 3,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,3,46190-DEL
1345,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,42950-PUN
1346,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,3,59786-WES
1347,Deal 3,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,9,56827-HAR
1348,None,Yes,No,Yes,Yes,No,No,No,No,No,Yes,9,81714-BIH
